Date,Location ISO Code,Location,New Cases,New Deaths,New Recovered,New Active Cases,Total Cases,Total Deaths,Total Recovered,Total Active Cases,Location Level,City or Regency,Province,Country,Continent,Island,Time Zone,Special Status,Total Regencies,Total Cities,Total Districts,Total Urban Villages,Total Rural Villages,Area (km2),Population,Population Density,Longitude,Latitude,New Cases per Million,Total Cases per Million,New Deaths per Million,Total Deaths per Million,Case Fatality Rate,Case Recovered Rate,Growth Factor of New Cases,Growth Factor of New Deaths
4/3/2020,ID-MA,Maluku,0,0,0,0,1,0,1,0,Province,,Maluku,Indonesia,Asia,Maluku,UTC+09:00,,9,2,118,35,1198,46914,1847097,39.37,129.576792,-3.192572,0.00,0.54,0.00,0.00,0.00%,100.00%,1.00,1.00
4/3/2020,ID-MU,Maluku Utara,0,0,0,0,1,0,0,1,Province,,Maluku Utara,Indonesia,Asia,Maluku,UTC+09:00,,8,2,116,118,1063,31983,1307803,40.89,127.5391072,0.212036949,0.00,0.76,0.00,0.00,0.00%,0.00%,1.00,1.00
4/3/2020,ID-NB,Nusa Tenggara Barat,0,0,0,0,6,0,0,6,Province,,Nusa Tenggara Barat,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,2,117,145,995,18572,5270247,283.77,117.5086257,-8.606998866,0.00,1.14,0.00,0.00,0.00%,0.00%,1.00,1.00
4/3/2020,ID-PA,Papua,6,1,0,5,16,1,3,12,Province,,Papua,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,28,1,560,110,5411,319036,4340348,13.60,138.69603,-4.66620953,1.38,3.69,0.23,0.23,6.25%,18.75%,,
4/3/2020,ID-PB,Papua Barat,0,0,0,0,2,1,1,0,Province,,Papua Barat,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,12,1,218,95,1742,102955,1140701,11.08,132.9762624,-2.045160182,0.00,1.75,0.00,0.88,50.00%,50.00%,1.00,1.00
4/3/2020,ID-RI,Riau,3,0,0,3,10,1,0,9,Province,,Riau,Indonesia,Asia,Sumatera,UTC+07:00,,10,2,169,268,1591,87024,6074100,69.80,101.8051092,0.511647851,0.49,1.65,0.00,0.16,10.00%,0.00%,0.75,1.00
4/3/2020,ID-SR,Sulawesi Barat,1,0,0,1,2,0,0,2,Province,,Sulawesi Barat,Indonesia,Asia,Sulawesi,UTC+08:00,,6,,69,73,575,16787,1559984,92.93,119.3450194,-2.461746053,0.64,1.28,0.00,0.00,0.00%,0.00%,,1.00
4/3/2020,ID-SN,Sulawesi Selatan,15,0,0,15,80,7,5,68,Province,,Sulawesi Selatan,Indonesia,Asia,Sulawesi,UTC+08:00,,21,3,311,792,2255,46717,9426885,201.78,120.1620559,-3.731080714,1.59,8.49,0.00,0.74,8.75%,6.25%,,0.00
4/3/2020,ID-ST,Sulawesi Tengah,2,1,0,1,4,2,0,2,Province,,Sulawesi Tengah,Indonesia,Asia,Sulawesi,UTC+08:00,,12,1,175,175,1842,61841,2955567,47.79,121.2010927,-1.00413668,0.68,1.35,0.34,0.68,50.00%,0.00%,,1.00
4/3/2020,ID-SG,Sulawesi Tenggara,2,0,0,2,5,0,0,5,Province,,Sulawesi Tenggara,Indonesia,Asia,Sulawesi,UTC+08:00,,15,2,219,377,1911,38068,2635461,69.23,122.070311,-4.124688793,0.76,1.90,0.00,0.00,0.00%,0.00%,,1.00
4/3/2020,ID-SA,Sulawesi Utara,0,0,0,0,3,0,1,2,Province,,Sulawesi Utara,Indonesia,Asia,Sulawesi,UTC+08:00,,11,4,171,332,1507,13892,2641884,190.17,124.5212396,1.259638212,0.00,1.14,0.00,0.00,0.00%,33.33%,1.00,1.00
4/3/2020,ID-SB,Sumatera Barat,0,0,0,0,8,0,0,8,Province,,Sumatera Barat,Indonesia,Asia,Sumatera,UTC+07:00,,12,7,179,230,928,42013,5519245,131.37,100.4650624,-0.850253225,0.00,1.45,0.00,0.00,0.00%,0.00%,1.00,1.00
4/3/2020,ID-SS,Sumatera Selatan,1,0,0,1,12,2,1,9,Province,,Sumatera Selatan,Indonesia,Asia,Sumatera,UTC+07:00,,13,4,241,387,2853,91592,8217551,89.72,104.1694647,-3.216211808,0.12,1.46,0.00,0.24,16.67%,8.33%,0.17,1.00
4/3/2020,ID-SU,Sumatera Utara,0,0,0,0,22,4,0,18,Province,,Sumatera Utara,Indonesia,Asia,Sumatera,UTC+07:00,,25,8,450,693,5417,72981,14874889,203.82,99.05196442,2.191894453,0.00,1.48,0.00,0.27,18.18%,0.00%,1.00,1.00
4/4/2020,ID-AC,Aceh,0,0,0,0,5,0,0,5,Province,,Aceh,Indonesia,Asia,Sumatera,UTC+07:00,Daerah Khusus,18,5,289,,6497,57956,5247257,90.54,96.91052174,4.225614628,0.00,0.95,0.00,0.00,0.00%,0.00%,1.00,1.00
4/4/2020,ID-BA,Bali,5,0,0,5,33,2,12,19,Province,,Bali,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,1,57,80,636,5780,4216171,729.43,115.1317136,-8.369471688,1.19,7.83,0.00,0.47,6.06%,36.36%,1.67,1.00
4/4/2020,ID-BT,Banten,3,0,0,3,162,19,8,135,Province,,Banten,Indonesia,Asia,Jawa,UTC+07:00,,4,4,155,313,1238,9663,10722374,1109.64,106.1090043,-6.456736388,0.28,15.11,0.00,1.77,11.73%,4.94%,0.75,0.00
4/4/2020,ID-BE,Bengkulu,0,0,0,0,2,2,0,0,Province,,Bengkulu,Indonesia,Asia,Sumatera,UTC+07:00,,9,1,129,172,1341,19919,1999539,100.38,102.3384213,-3.533583627,0.00,1.00,0.00,1.00,100.00%,0.00%,0.00,1.00
4/4/2020,ID-JK,DKI Jakarta,55,8,5,42,1045,125,85,835,Province,,DKI Jakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991,5.07,96.35,0.74,11.52,11.96%,8.13%,0.79,1.33
4/4/2020,ID-YO,Daerah Istimewa Yogyakarta,5,0,0,5,33,3,3,27,Province,,Daerah Istimewa Yogyakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Istimewa,4,1,78,46,392,3133,3631015,1158.90,110.4448783,-7.89450185,1.38,9.09,0.00,0.83,9.09%,9.09%,,1.00
4/4/2020,IDN,Indonesia,106,10,16,80,2092,191,150,1751,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,0.40,7.89,0.04,0.72,9.13%,7.17%,0.54,0.91
4/4/2020,ID-JA,Jambi,0,0,0,0,2,0,12,-10,Province,,Jambi,Indonesia,Asia,Sumatera,UTC+07:00,,9,2,141,163,1399,50058,3493357,69.79,102.7236404,-1.69769766,0.00,0.57,0.00,0.00,0.00%,600.00%,1.00,1.00
4/4/2020,ID-JB,Jawa Barat,25,2,0,23,289,32,18,239,Province,,Jawa Barat,Indonesia,Asia,Jawa,UTC+07:00,,18,9,627,645,5312,35378,45161325,1276.55,107.6037083,-6.920432083,0.55,6.40,0.04,0.71,11.07%,6.23%,12.50,2.00
4/4/2020,ID-JT,Jawa Tengah,8,1,3,4,118,28,33,57,Province,,Jawa Tengah,Indonesia,Asia,Jawa,UTC+07:00,,29,6,576,753,7809,32801,36364072,1108.64,110.2011149,-7.259097177,0.22,3.24,0.03,0.77,23.73%,27.97%,0.62,1.00
4/4/2020,ID-JI,Jawa Timur,0,3,4,-7,151,14,29,108,Province,,Jawa Timur,Indonesia,Asia,Jawa,UTC+07:00,,29,9,666,777,7724,47803,40479023,846.78,112.7329414,-7.723345579,0.00,3.73,0.07,0.35,9.27%,19.21%,0.00,
4/4/2020,ID-KB,Kalimantan Barat,0,0,0,0,10,3,3,4,Province,,Kalimantan Barat,Indonesia,Asia,Kalimantan,UTC+07:00,,12,2,174,99,2031,147307,5422814,36.81,111.1211776,-0.086474572,0.00,1.84,0.00,0.55,30.00%,30.00%,1.00,1.00
4/4/2020,ID-KS,Kalimantan Selatan,0,0,0,0,8,0,0,8,Province,,Kalimantan Selatan,Indonesia,Asia,Kalimantan,UTC+08:00,,11,2,153,144,1864,38744,4023049,103.84,115.4385783,-2.993594979,0.00,1.99,0.00,0.00,0.00%,0.00%,1.00,1.00
4/4/2020,ID-KT,Kalimantan Tengah,0,0,2,-2,11,1,42,-32,Province,,Kalimantan Tengah,Indonesia,Asia,Kalimantan,UTC+07:00,,13,1,136,139,1432,153565,2570289,16.74,113.4176536,-1.602484653,0.00,4.28,0.00,0.39,9.09%,381.82%,0.00,1.00
4/4/2020,ID-KI,Kalimantan Timur,2,0,1,1,23,1,3,19,Province,,Kalimantan Timur,Indonesia,Asia,Kalimantan,UTC+08:00,,7,3,103,197,841,129067,3552191,27.52,116.4684405,0.45385803,0.56,6.47,0.00,0.28,4.35%,13.04%,2.00,1.00
4/4/2020,ID-KU,Kalimantan Utara,0,0,0,0,8,0,0,8,Province,,Kalimantan Utara,Indonesia,Asia,Kalimantan,UTC+08:00,,4,1,53,35,447,75468,648407,8.59,116.2188791,2.891012621,0.00,12.34,0.00,0.00,0.00%,0.00%,0.00,1.00
4/4/2020,ID-BB,Kepulauan Bangka Belitung,0,0,0,0,2,1,0,1,Province,,Kepulauan Bangka Belitung,Indonesia,Asia,Sumatera,UTC+07:00,,6,1,47,82,309,16424,1379767,84.01,106.5499324,-2.447444127,0.00,1.45,0.00,0.72,50.00%,0.00%,1.00,1.00
4/4/2020,ID-KR,Kepulauan Riau,0,0,0,0,9,4,4,1,Province,,Kepulauan Riau,Indonesia,Asia,Sumatera,UTC+07:00,,5,2,75,142,275,8202,1929400,235.24,108.261746,3.916346,0.00,4.66,0.00,2.07,44.44%,44.44%,0.00,1.00
4/4/2020,ID-LA,Lampung,0,0,0,0,11,3,7,1,Province,,Lampung,Indonesia,Asia,Sumatera,UTC+07:00,,13,2,228,205,2435,34624,9095591,262.70,105.0214366,-4.916792975,0.00,1.21,0.00,0.33,27.27%,63.64%,0.00,0.00
4/4/2020,ID-MA,Maluku,0,0,0,0,1,0,1,0,Province,,Maluku,Indonesia,Asia,Maluku,UTC+09:00,,9,2,118,35,1198,46914,1847097,39.37,129.576792,-3.192572,0.00,0.54,0.00,0.00,0.00%,100.00%,1.00,1.00
4/4/2020,ID-MU,Maluku Utara,0,0,0,0,1,0,0,1,Province,,Maluku Utara,Indonesia,Asia,Maluku,UTC+09:00,,8,2,116,118,1063,31983,1307803,40.89,127.5391072,0.212036949,0.00,0.76,0.00,0.00,0.00%,0.00%,1.00,1.00
4/4/2020,ID-NB,Nusa Tenggara Barat,0,0,0,0,6,0,0,6,Province,,Nusa Tenggara Barat,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,2,117,145,995,18572,5270247,283.77,117.5086257,-8.606998866,0.00,1.14,0.00,0.00,0.00%,0.00%,1.00,1.00
4/4/2020,ID-PA,Papua,2,0,1,1,18,1,4,13,Province,,Papua,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,28,1,560,110,5411,319036,4340348,13.60,138.69603,-4.66620953,0.46,4.15,0.00,0.23,5.56%,22.22%,0.33,0.00
4/4/2020,ID-PB,Papua Barat,0,0,0,0,2,1,1,0,Province,,Papua Barat,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,12,1,218,95,1742,102955,1140701,11.08,132.9762624,-2.045160182,0.00,1.75,0.00,0.88,50.00%,50.00%,1.00,1.00
4/4/2020,ID-RI,Riau,0,0,1,-1,10,1,1,8,Province,,Riau,Indonesia,Asia,Sumatera,UTC+07:00,,10,2,169,268,1591,87024,6074100,69.80,101.8051092,0.511647851,0.00,1.65,0.00,0.16,10.00%,10.00%,0.00,1.00
4/4/2020,ID-SR,Sulawesi Barat,0,0,0,0,2,0,0,2,Province,,Sulawesi Barat,Indonesia,Asia,Sulawesi,UTC+08:00,,6,,69,73,575,16787,1559984,92.93,119.3450194,-2.461746053,0.00,1.28,0.00,0.00,0.00%,0.00%,0.00,1.00
4/4/2020,ID-SN,Sulawesi Selatan,0,2,5,-7,80,9,10,61,Province,,Sulawesi Selatan,Indonesia,Asia,Sulawesi,UTC+08:00,,21,3,311,792,2255,46717,9426885,201.78,120.1620559,-3.731080714,0.00,8.49,0.21,0.95,11.25%,12.50%,0.00,
4/4/2020,ID-ST,Sulawesi Tengah,0,0,0,0,4,2,0,2,Province,,Sulawesi Tengah,Indonesia,Asia,Sulawesi,UTC+08:00,,12,1,175,175,1842,61841,2955567,47.79,121.2010927,-1.00413668,0.00,1.35,0.00,0.68,50.00%,0.00%,0.00,0.00
4/4/2020,ID-SG,Sulawesi Tenggara,0,0,1,-1,5,0,1,4,Province,,Sulawesi Tenggara,Indonesia,Asia,Sulawesi,UTC+08:00,,15,2,219,377,1911,38068,2635461,69.23,122.070311,-4.124688793,0.00,1.90,0.00,0.00,0.00%,20.00%,0.00,1.00
4/4/2020,ID-SA,Sulawesi Utara,0,1,0,-1,3,1,1,1,Province,,Sulawesi Utara,Indonesia,Asia,Sulawesi,UTC+08:00,,11,4,171,332,1507,13892,2641884,190.17,124.5212396,1.259638212,0.00,1.14,0.38,0.38,33.33%,33.33%,1.00,
4/4/2020,ID-SB,Sumatera Barat,0,0,0,0,8,0,0,8,Province,,Sumatera Barat,Indonesia,Asia,Sumatera,UTC+07:00,,12,7,179,230,928,42013,5519245,131.37,100.4650624,-0.850253225,0.00,1.45,0.00,0.00,0.00%,0.00%,1.00,1.00
4/4/2020,ID-SS,Sumatera Selatan,0,0,1,-1,12,2,2,8,Province,,Sumatera Selatan,Indonesia,Asia,Sumatera,UTC+07:00,,13,4,241,387,2853,91592,8217551,89.72,104.1694647,-3.216211808,0.00,1.46,0.00,0.24,16.67%,16.67%,0.00,1.00
4/4/2020,ID-SU,Sumatera Utara,3,1,0,2,25,5,0,20,Province,,Sumatera Utara,Indonesia,Asia,Sumatera,UTC+07:00,,25,8,450,693,5417,72981,14874889,203.82,99.05196442,2.191894453,0.20,1.68,0.07,0.34,20.00%,0.00%,,
4/5/2020,ID-AC,Aceh,0,0,0,0,5,0,0,5,Province,,Aceh,Indonesia,Asia,Sumatera,UTC+07:00,Daerah Khusus,18,5,289,,6497,57956,5247257,90.54,96.91052174,4.225614628,0.00,0.95,0.00,0.00,0.00%,0.00%,1.00,1.00
4/5/2020,ID-BA,Bali,3,0,8,-5,36,2,20,14,Province,,Bali,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,1,57,80,636,5780,4216171,729.43,115.1317136,-8.369471688,0.71,8.54,0.00,0.47,5.56%,55.56%,0.60,1.00
4/5/2020,ID-BT,Banten,4,0,0,4,166,19,8,139,Province,,Banten,Indonesia,Asia,Jawa,UTC+07:00,,4,4,155,313,1238,9663,10722374,1109.64,106.1090043,-6.456736388,0.37,15.48,0.00,1.77,11.45%,4.82%,1.33,1.00
4/5/2020,ID-BE,Bengkulu,0,0,0,0,2,2,0,0,Province,,Bengkulu,Indonesia,Asia,Sumatera,UTC+07:00,,9,1,129,172,1341,19919,1999539,100.38,102.3384213,-3.533583627,0.00,1.00,0.00,1.00,100.00%,0.00%,1.00,1.00
4/5/2020,ID-JK,DKI Jakarta,85,11,2,72,1130,136,87,907,Province,,DKI Jakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991,7.84,104.18,1.01,12.54,12.04%,7.70%,1.55,1.38
4/5/2020,ID-YO,Daerah Istimewa Yogyakarta,1,0,0,1,34,3,3,28,Province,,Daerah Istimewa Yogyakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Istimewa,4,1,78,46,392,3133,3631015,1158.90,110.4448783,-7.89450185,0.28,9.36,0.00,0.83,8.82%,8.82%,0.20,1.00
4/5/2020,IDN,Indonesia,181,7,14,160,2273,198,164,1911,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,0.68,8.57,0.03,0.75,8.71%,7.22%,1.71,0.70
4/5/2020,ID-JA,Jambi,0,0,0,0,2,0,12,-10,Province,,Jambi,Indonesia,Asia,Sumatera,UTC+07:00,,9,2,141,163,1399,50058,3493357,69.79,102.7236404,-1.69769766,0.00,0.57,0.00,0.00,0.00%,600.00%,1.00,1.00
4/5/2020,ID-JB,Jawa Barat,10,0,0,10,299,32,18,249,Province,,Jawa Barat,Indonesia,Asia,Jawa,UTC+07:00,,18,9,627,645,5312,35378,45161325,1276.55,107.6037083,-6.920432083,0.22,6.62,0.00,0.71,10.70%,6.02%,0.40,0.00
4/5/2020,ID-JT,Jawa Tengah,0,0,0,0,118,28,33,57,Province,,Jawa Tengah,Indonesia,Asia,Jawa,UTC+07:00,,29,6,576,753,7809,32801,36364072,1108.64,110.2011149,-7.259097177,0.00,3.24,0.00,0.77,23.73%,27.97%,0.00,0.00
4/5/2020,ID-JI,Jawa Timur,35,2,1,32,186,16,30,140,Province,,Jawa Timur,Indonesia,Asia,Jawa,UTC+07:00,,29,9,666,777,7724,47803,40479023,846.78,112.7329414,-7.723345579,0.86,4.59,0.05,0.40,8.60%,16.13%,,0.67
4/5/2020,ID-KB,Kalimantan Barat,0,0,0,0,10,3,3,4,Province,,Kalimantan Barat,Indonesia,Asia,Kalimantan,UTC+07:00,,12,2,174,99,2031,147307,5422814,36.81,111.1211776,-0.086474572,0.00,1.84,0.00,0.55,30.00%,30.00%,1.00,1.00
4/5/2020,ID-KS,Kalimantan Selatan,8,1,0,7,16,1,0,15,Province,,Kalimantan Selatan,Indonesia,Asia,Kalimantan,UTC+08:00,,11,2,153,144,1864,38744,4023049,103.84,115.4385783,-2.993594979,1.99,3.98,0.25,0.25,6.25%,0.00%,,
4/5/2020,ID-KT,Kalimantan Tengah,0,0,0,0,11,1,42,-32,Province,,Kalimantan Tengah,Indonesia,Asia,Kalimantan,UTC+07:00,,13,1,136,139,1432,153565,2570289,16.74,113.4176536,-1.602484653,0.00,4.28,0.00,0.39,9.09%,381.82%,1.00,1.00
4/5/2020,ID-KI,Kalimantan Timur,1,0,0,1,24,1,3,20,Province,,Kalimantan Timur,Indonesia,Asia,Kalimantan,UTC+08:00,,7,3,103,197,841,129067,3552191,27.52,116.4684405,0.45385803,0.28,6.76,0.00,0.28,4.17%,12.50%,0.50,1.00
4/5/2020,ID-KU,Kalimantan Utara,0,0,0,0,8,0,0,8,Province,,Kalimantan Utara,Indonesia,Asia,Kalimantan,UTC+08:00,,4,1,53,35,447,75468,648407,8.59,116.2188791,2.891012621,0.00,12.34,0.00,0.00,0.00%,0.00%,1.00,1.00
4/5/2020,ID-BB,Kepulauan Bangka Belitung,0,0,0,0,2,1,0,1,Province,,Kepulauan Bangka Belitung,Indonesia,Asia,Sumatera,UTC+07:00,,6,1,47,82,309,16424,1379767,84.01,106.5499324,-2.447444127,0.00,1.45,0.00,0.72,50.00%,0.00%,1.00,1.00
4/5/2020,ID-KR,Kepulauan Riau,1,0,0,1,10,4,4,2,Province,,Kepulauan Riau,Indonesia,Asia,Sumatera,UTC+07:00,,5,2,75,142,275,8202,1929400,235.24,108.261746,3.916346,0.52,5.18,0.00,2.07,40.00%,40.00%,,1.00
4/5/2020,ID-LA,Lampung,0,0,0,0,11,3,7,1,Province,,Lampung,Indonesia,Asia,Sumatera,UTC+07:00,,13,2,228,205,2435,34624,9095591,262.70,105.0214366,-4.916792975,0.00,1.21,0.00,0.33,27.27%,63.64%,1.00,1.00
4/5/2020,ID-MA,Maluku,0,0,0,0,1,0,1,0,Province,,Maluku,Indonesia,Asia,Maluku,UTC+09:00,,9,2,118,35,1198,46914,1847097,39.37,129.576792,-3.192572,0.00,0.54,0.00,0.00,0.00%,100.00%,1.00,1.00
4/5/2020,ID-MU,Maluku Utara,0,0,0,0,1,0,0,1,Province,,Maluku Utara,Indonesia,Asia,Maluku,UTC+09:00,,8,2,116,118,1063,31983,1307803,40.89,127.5391072,0.212036949,0.00,0.76,0.00,0.00,0.00%,0.00%,1.00,1.00
4/5/2020,ID-NB,Nusa Tenggara Barat,0,0,0,0,6,0,0,6,Province,,Nusa Tenggara Barat,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,2,117,145,995,18572,5270247,283.77,117.5086257,-8.606998866,0.00,1.14,0.00,0.00,0.00%,0.00%,1.00,1.00
4/5/2020,ID-PA,Papua,8,0,0,8,26,1,4,21,Province,,Papua,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,28,1,560,110,5411,319036,4340348,13.60,138.69603,-4.66620953,1.84,5.99,0.00,0.23,3.85%,15.38%,4.00,1.00
4/5/2020,ID-PB,Papua Barat,0,0,0,0,2,1,1,0,Province,,Papua Barat,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,12,1,218,95,1742,102955,1140701,11.08,132.9762624,-2.045160182,0.00,1.75,0.00,0.88,50.00%,50.00%,1.00,1.00
4/5/2020,ID-RI,Riau,1,1,0,0,11,2,1,8,Province,,Riau,Indonesia,Asia,Sumatera,UTC+07:00,,10,2,169,268,1591,87024,6074100,69.80,101.8051092,0.511647851,0.16,1.81,0.16,0.33,18.18%,9.09%,,
4/5/2020,ID-SR,Sulawesi Barat,0,0,0,0,2,0,0,2,Province,,Sulawesi Barat,Indonesia,Asia,Sulawesi,UTC+08:00,,6,,69,73,575,16787,1559984,92.93,119.3450194,-2.461746053,0.00,1.28,0.00,0.00,0.00%,0.00%,1.00,1.00
4/5/2020,ID-SN,Sulawesi Selatan,2,2,11,-11,82,11,21,50,Province,,Sulawesi Selatan,Indonesia,Asia,Sulawesi,UTC+08:00,,21,3,311,792,2255,46717,9426885,201.78,120.1620559,-3.731080714,0.21,8.70,0.21,1.17,13.41%,25.61%,,1.00
4/5/2020,ID-ST,Sulawesi Tengah,1,0,0,1,5,2,0,3,Province,,Sulawesi Tengah,Indonesia,Asia,Sulawesi,UTC+08:00,,12,1,175,175,1842,61841,2955567,47.79,121.2010927,-1.00413668,0.34,1.69,0.00,0.68,40.00%,0.00%,,1.00
4/5/2020,ID-SG,Sulawesi Tenggara,0,0,0,0,5,0,1,4,Province,,Sulawesi Tenggara,Indonesia,Asia,Sulawesi,UTC+08:00,,15,2,219,377,1911,38068,2635461,69.23,122.070311,-4.124688793,0.00,1.90,0.00,0.00,0.00%,20.00%,1.00,1.00
4/5/2020,ID-SA,Sulawesi Utara,0,0,0,0,3,1,1,1,Province,,Sulawesi Utara,Indonesia,Asia,Sulawesi,UTC+08:00,,11,4,171,332,1507,13892,2641884,190.17,124.5212396,1.259638212,0.00,1.14,0.00,0.38,33.33%,33.33%,1.00,0.00
4/5/2020,ID-SB,Sumatera Barat,0,0,0,0,8,0,0,8,Province,,Sumatera Barat,Indonesia,Asia,Sumatera,UTC+07:00,,12,7,179,230,928,42013,5519245,131.37,100.4650624,-0.850253225,0.00,1.45,0.00,0.00,0.00%,0.00%,1.00,1.00
4/5/2020,ID-SS,Sumatera Selatan,4,0,0,4,16,2,2,12,Province,,Sumatera Selatan,Indonesia,Asia,Sumatera,UTC+07:00,,13,4,241,387,2853,91592,8217551,89.72,104.1694647,-3.216211808,0.49,1.95,0.00,0.24,12.50%,12.50%,,1.00
4/5/2020,ID-SU,Sumatera Utara,0,0,0,0,25,5,0,20,Province,,Sumatera Utara,Indonesia,Asia,Sumatera,UTC+07:00,,25,8,450,693,5417,72981,14874889,203.82,99.05196442,2.191894453,0.00,1.68,0.00,0.34,20.00%,0.00%,0.00,0.00
4/6/2020,ID-AC,Aceh,0,0,0,0,5,0,0,5,Province,,Aceh,Indonesia,Asia,Sumatera,UTC+07:00,Daerah Khusus,18,5,289,,6497,57956,5247257,90.54,96.91052174,4.225614628,0.00,0.95,0.00,0.00,0.00%,0.00%,1.00,1.00
4/6/2020,ID-BA,Bali,7,0,0,7,43,2,20,21,Province,,Bali,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,1,57,80,636,5780,4216171,729.43,115.1317136,-8.369471688,1.66,10.20,0.00,0.47,4.65%,46.51%,2.33,1.00
4/6/2020,ID-BT,Banten,9,1,1,7,175,20,9,146,Province,,Banten,Indonesia,Asia,Jawa,UTC+07:00,,4,4,155,313,1238,9663,10722374,1109.64,106.1090043,-6.456736388,0.84,16.32,0.09,1.87,11.43%,5.14%,2.25,
4/6/2020,ID-BE,Bengkulu,0,0,0,0,2,2,0,0,Province,,Bengkulu,Indonesia,Asia,Sumatera,UTC+07:00,,9,1,129,172,1341,19919,1999539,100.38,102.3384213,-3.533583627,0.00,1.00,0.00,1.00,100.00%,0.00%,1.00,1.00
4/6/2020,ID-JK,DKI Jakarta,98,7,7,84,1228,143,94,991,Province,,DKI Jakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991,9.04,113.22,0.65,13.18,11.64%,7.65%,1.15,0.64
4/6/2020,ID-YO,Daerah Istimewa Yogyakarta,3,0,1,2,37,3,4,30,Province,,Daerah Istimewa Yogyakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Istimewa,4,1,78,46,392,3133,3631015,1158.90,110.4448783,-7.89450185,0.83,10.19,0.00,0.83,8.11%,10.81%,3.00,1.00
4/6/2020,IDN,Indonesia,218,11,28,179,2491,209,192,2090,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,0.82,9.39,0.04,0.79,8.39%,7.71%,1.20,1.57
4/6/2020,ID-JA,Jambi,0,0,0,0,2,0,12,-10,Province,,Jambi,Indonesia,Asia,Sumatera,UTC+07:00,,9,2,141,163,1399,50058,3493357,69.79,102.7236404,-1.69769766,0.00,0.57,0.00,0.00,0.00%,600.00%,1.00,1.00
4/6/2020,ID-JB,Jawa Barat,20,1,1,18,319,33,19,267,Province,,Jawa Barat,Indonesia,Asia,Jawa,UTC+07:00,,18,9,627,645,5312,35378,45161325,1276.55,107.6037083,-6.920432083,0.44,7.06,0.02,0.73,10.34%,5.96%,2.00,
4/6/2020,ID-JT,Jawa Tengah,12,4,1,7,130,32,34,64,Province,,Jawa Tengah,Indonesia,Asia,Jawa,UTC+07:00,,29,6,576,753,7809,32801,36364072,1108.64,110.2011149,-7.259097177,0.33,3.57,0.11,0.88,24.62%,26.15%,,
4/6/2020,ID-JI,Jawa Timur,3,0,10,-7,189,16,40,133,Province,,Jawa Timur,Indonesia,Asia,Jawa,UTC+07:00,,29,9,666,777,7724,47803,40479023,846.78,112.7329414,-7.723345579,0.07,4.67,0.00,0.40,8.47%,21.16%,0.09,0.00
4/6/2020,ID-KB,Kalimantan Barat,0,0,0,0,10,3,3,4,Province,,Kalimantan Barat,Indonesia,Asia,Kalimantan,UTC+07:00,,12,2,174,99,2031,147307,5422814,36.81,111.1211776,-0.086474572,0.00,1.84,0.00,0.55,30.00%,30.00%,1.00,1.00
4/6/2020,ID-KS,Kalimantan Selatan,2,0,0,2,18,1,0,17,Province,,Kalimantan Selatan,Indonesia,Asia,Kalimantan,UTC+08:00,,11,2,153,144,1864,38744,4023049,103.84,115.4385783,-2.993594979,0.50,4.47,0.00,0.25,5.56%,0.00%,0.25,0.00
4/6/2020,ID-KT,Kalimantan Tengah,9,0,0,9,20,1,42,-23,Province,,Kalimantan Tengah,Indonesia,Asia,Kalimantan,UTC+07:00,,13,1,136,139,1432,153565,2570289,16.74,113.4176536,-1.602484653,3.50,7.78,0.00,0.39,5.00%,210.00%,,1.00
4/6/2020,ID-KI,Kalimantan Timur,6,0,0,6,30,1,3,26,Province,,Kalimantan Timur,Indonesia,Asia,Kalimantan,UTC+08:00,,7,3,103,197,841,129067,3552191,27.52,116.4684405,0.45385803,1.69,8.45,0.00,0.28,3.33%,10.00%,6.00,1.00
